text,hoax
Wapres Minta MUI Rilis Fatwa Tangani Jenazah COVID-19 dan Tata Cara Ibadah Bagi Petugas Medis,0
Bakamla Luncurkan Panduan Menghadapi COVID-19 di Laut,0
Satgas: Kasus Aktif Tetap Menurun Di Saat Tes Meningkat,0
Pesan Berantai Video Potensi Bahaya Vaksin COVID-19,1
"Harga Vaksin COVID-19, Pemerintah Tak Ingin Bebankan Masyarakat",0
Vaksinasi Upaya Perlindungan Bagi Tenaga Kesehatan,0
"Transparansi Data Penanganan COVID-19, Ghozi: Disembunyikan Sedikit Itu Bahaya",0
Artikel berjudul Gli Italiani Chiamano Anies Baswedan Troppo Stupido Come Il Governatore di Jakarta,1
"Selama 9 Hari, 50 Ribu Lebih Warga Sudah Divaksin di Sentra Vaksinasi Bersama BUMN",0
Pemerintah Pusat Jelaskan Kenaikan Signifikan Kasus Harian Covid-19,0
Kandidat Vaksin Merah Putih Akan Segera Diproses Lebih Lanjut,0
Presiden Jokowi Dorong APT Ciptakan Resiliensi Pandemi COVID-19 dan Resiliensi untuk Penguatan Ekonomi,0
Yuri: Kondisi 17 Peserta Didik dan Pelatih Secapa TNI AD yang Dirawat Karena COVID-19 Sudah Membaik,0
Vaksin Merah Putih Masuk Program Vaksinasi Pemerintah,0
Campuran Garam dan Air Hangat Mampu Hilangkan Virus Corona,1
BPOM Halangi Vaksin yang akan Diberikan,1
Gereja Haramkan Vaksin kok MUI Halalkan Vaksin?,1
Vaksin Covid-19 Mengandung Microchip Magnetik,1
Alat Thermo Gun dapat Merusak Kelenjar Pineal,1
Rapid Test Di Bandara Soekarno-Hatta Bayar Rp550 Ribu,1
Sebanyak 103 Pasien Sembuh dan 1.677 Positif COVID-19 di Indonesia,0
Tuturial Mendapat Kuota Gratis 20GB dari Program Covid-19,1
Satgas COVID-19: Menghalangi Petugas Harus Ditindak Tegas,0
Mengabdikan Diri untuk Merawat Anak Negeri dari Pandemi,0
TVRI akan Siarkan Program Belajar dari Rumah di Tengah Pandemi COVID-19,0
BPJS Indonesia Bagi Dana Bantuan dari Kantor Pusat,1
"Berinovasi, Solusi Menjawab Tantangan Pandemi COVID-19",0
"Idul Adha di Tengah Pandemi, Ibadah Kurban Bagi Fakir Miskin dan Keluarga Terdampak",0
Pemda Diharapkan Perkuat WFH dengan Diiringi Pemenuhan Kebutuhan Dasar,0
"Sebanyak 1,2 Juta Vaksin Coronavac Lulus Uji Sertifikasi Lot Release",0
Data Vaksinasi COVID-19 (Update per 25 Maret 2021),0
Hydro Oxy Mouth Freshener Spray Dapat Cegah dan Sembuhkan Virus Covid-19,1
Jubir Pemerintah: Atasi COVID-19 Dengan Putus Rantai Penularan,0
Data Vaksinasi COVID-19 (Update per 7 April 2021),0
Sri Mulyani: Pemerintah Pusat Tidak Memiliki Uang Untuk Membayar Utang Ke Pemprov DKI Jakarta,1
Posgagah Bantu Percepatan Penanganan COVID-19 Wilayah Jawa Timur,0
Video Donald Trump Di-ruqyah Sebab Sudah Stress Menghadapi COVID-19,1
Satgas Covid-19: Target Penanganan Harus Capai 100 Persen Kesembuhan,0
Bantuan Logistik Alat Material Kesehatan Diupayakan Terdistribusi Merata ke Daerah,0
Gugus Tugas Nasional Luncurkan Mesin Deteksi COVID-19,0
Data Vaksinasi COVID-19 (Update per 25 Februari 2021),0
Pasien Sembuh Dari COVID-19 Menjadi 357.142 Orang,0
Gugus Tugas Targetkan 78 Laboratorium Uji COVID-19,0
Workshop Peningkatan Kapasitas Pemerintah Daerah oleh Pusbindiklatren Bappenas,1
"Kasus Aktif COVID-19 16,6%, Reisa: Terkecil Dibandingkan Dalam Beberapa Bulan Terakhir",0
Infografis COVID-19 (30 April 2020),0
Akun Facebook Bupati Mojokerto Menawarkan Dana Bantuan,1
Jakarta Zona Hitam,1
Awas Hoaks: Pernyataan IDI terkait Pandemi COVID-19,1
Pasien Sembuh COVID-19 Mencapai Lebih Dari 10 Ribu Per Hari,0
Vaksinasi Covid-19 untuk Warga Non DKI Jakarta di Istora Senayan,1
Total Kesembuhan COVID-19 di Indonesia Capai 112.867 Kasus,0
Antena 5G di dalam masker Anda,1
Sulawesi Selatan Banyak Menambahkan Kesembuhan Harian,0
Provinsi Prioritas Harus Tingkatkan Kesembuhan dan Tekan Kematian,0
"Tentang Virus, Antivirus, Vaksin, dan Genome",0
"Dalam Sepekan Kesembuhan Pasien COVID-19 Naik 35,8%",0
Ivermectin Obat Covid-19,1
Pemda Dituntut Fokus Tekan Kasus Agar Zona Risiko Membaik,0
Menteri PPPA: 94 Perempuan-26 Anak Positif COVID-19,0
Pembatasan 50 Persen Pengunjung Pusat Belanja di Masa PSBB Transisi Wilayah Jakarta,0
Relawan Alami Gangguan Saraf Setelah Disuntik Vaksin Sinovac,1
Korban Virus Corona,1
Pasien Sembuh Kumulatif Mencapai 360.705 Orang,0
Gugus Tugas Catat Donasi Penanganan COVID-19 Capai Rp83 Miliar,0
Rekrutmen CPNS 2020 Ditiadakan,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 25 April 2021),0
Video Di Amerika Sudah Terjadi Penjarahan di Mana2 karena Ketakutan akan Virus Corona,1
"Presiden Jokowi: Keseimbangan dan Optimisme, Strategi Penanganan COVID-19",0
Tingkat Kepatuhan Pemilih Pilkada Terhadap Protokol Kesehatan Di Atas 90 Persen,0
"Bantuan Pulsa Sebesar Rp200 Ribu untuk Guru, Dosen, dan Pelajar",1
Infografis COVID-19 (6 Mei 2020),0
Penutupan Tempat Wisata Zona Merah dan Kuning Untuk Menekan Penularan Selama Lebaran,0
Waspadai Penambahan Kasus Melalui Penularan di Tengah Masyarakat,0
"Tingkatkan Akselerasi Vaksinasi, 3,85 juta Dosis Vaksin Dari COVAX Tiba di Tanah Air",0
"Jangan Tergesa, Pastikan Keamanan dan Keampuhan Vaksin COVID-19",0
Azan Dapat Melemahkan Virus Corona,1
Satgas Tegaskan Sosialisasi Vaksinasi Terus Dilakukan Secara Masif,0
Perilaku Masyarakat Kunci Meningkatnya Kesembuhan Pasien COVID-19,0
Pasien Sembuh Capai Angka 174.350 Kasus,0
Infografis COVID-19 (28 April 2020),0
Analisis Data COVID-19 Indonesia (Update Per 16 Agustus 2020),0
"Apa itu: Vaksin, Vaksinasi, Imunisasi dan Imunitas?",0
Pasien Sembuh dari COVID-19 Mencapai 56.655 Orang,0
Presiden Jokowi Instruksikan Percepatan Serapan Stimulus Penanganan COVID-19,0
"Realisasi Program PEN di Kuartal IV 2020 Sudah Capai Rp 163,13 Triliun",0
Kerumunan Gibran Bebas Hukuman karena Dilindungi Undang-Undang,1
Satgas Ingatkan Masyarakat Cegah Kenaikan Kasus Dengan Disiplin 3M Selama Libur Panjang,0
"Buah Diplomasi Vaksin, Indonesia Terima Kedatangan Pertama Vaksin dari COVAX Sebanyak 1,1 juta Dosis",0
Vaksin Gotong Royong Bentuk Tanggung Jawab Pengusaha Pada Karyawan,0
Data Vaksinasi COVID-19 (Update per 1 Juni 2021),0
"Keberhasilan Melawan Pandemi COVID-19, Dokter Reisa: Kebersamaan",0
Foto Sekarang malesiya sapu habis penduduk asing…,1
Penyedia Tes Usap Mandiri Harus Transparan Guna Hindari Kecurangan Harga,0
Tokoh Masyarakat dan Tokoh Agama Diharapkan Bersinergi Dalam Penanganan Pandemi Covid-19,0
"Vaksin Datang, Protokol Kesehatan Jangan Hilang",0
Mayoritas Masyarakat Indonesia Bersedia Menerima Vaksin COVID-19,0
Infografis COVID-19 (03 Agustus 2020),0
"Penanganan Jenazah di Masa Pandemi, Perhatikan Protokol ini",0
Data Vaksinasi COVID-19 (Update per 23 April 2021),0
Kesembuhan Harian Tembus Angka 4.343 Kasus,0
Presiden Jokowi Bentuk Satu Tim Terpadu untuk Tangani COVID-19 dan Pemulihan Ekonomi Nasional,0
Cerita dan Peran Public Figure Perangi COVID-19,0
Presiden Joko Widodo Terima Dosis Kedua Vaksin COVID-19,0
APD yang Telah Didistribusikan Menjadi Kewenangan Gugus Tugas Daerah,0
Peran Komunikasi Publik dan Kemauan Diri Sendiri untuk Akhiri Pandemi,0
Infografis COVID-19 (12 Juli 2020),0
Andre Rahadian: “Relawan Akan Terus Solid Membantu Pemerintah Menangani COVID-19”,0
Posko Has Significant Impact in Pandemic Management in Indonesia,0
Video Masjid/ mushola ditutup tpi knp ngadain konser cuk,1
Bio Farma Siapkan Sistem Pelacakan untuk Distribusi Vaksin COVID-19,0
Infografis COVID-19 (14 Oktober 2020),0
Data Valid Menentukan Akurasi Kebijakan Penanganan,0
Surat Edaran MUI tentang Rapid Test bagi Para Tokoh Agama Islam,1
Polisi Membubarkan Massa Aksi Bela Palestina di Solo dengan Tembakan,1
Infografis COVID-19 (7 Mei 2020),0
Program Vaksinasi Massal Harus Mempertimbangkan Ketersediaan Tenaga Vaksinator,0
Pemerintah Berikan Bantuan Internet Gratis Selama Pandemi Covid-19,1
Wapres Ma'ruf Amin: Vaksinasi Sejalan Dengan Ajaran Islam,0
Imam Besar Masjid Istiqlal: Mari Rayakan IdulFitri 1441 H Lewat Online Saat Pandemi COVID-19,0
"Video Lebih banyak mayat bertumpuk akibat COVID, tapi salah satunya menghisap rokok",1
Infografis COVID-19 (9 September 2020),0
Lima Arahan Presiden terkait Penerapan Adaptasi Kebiasaan Baru,0
Pasien Sembuh Harian Mencapai 4.141 Orang,0
Pilih Tempat Wisata di Zona Aman untuk Liburan,0
"Kasus Positif COVID-19 Bertambah 973 Orang, Total menjadi 20.162",0
Kopi Bisa Cegah dan Sembuhkan Covid-19,1
Realisasi Anggaran PEN Hampir 50%,0
Flat Isolasi Mandiri Terisi 1.807 OTG dan Hotel Isolasi Mandiri DKI 437 OTG,0
Protokol Kesehatan dan Vaksin Saling Melengkapi Guna Akhiri Covid-19,0
Kedatangan 10 Juta Dosis Vaksin Untuk Mencukupi Kebutuhan Vaksinasi Tahap 2,0
Ramadan Jadi Momentum Ikhtiar Memutus Pandemi COVID-19,0
Pastikan Sikap Disiplin Sebelum Memulai Aktivitas di Masa Pandemi,0
"PILKADA JANGAN DITUNDA, PILPRES TUNDA 7 TAHUN LAGI",1
Pemerintah Telah Siapkan Langkah Antisipasi Lonjakan Kasus ,0
Memakai Masker Dapat Menyebabkan Kematian Akibat Keracunan Karbon Dioksida (CO2),1
"Pasien Sembuh COVID-19 Bertambah 523, Ada 10 Provinsi Tak Laporkan Kasus Positif",0
Satgas Minta Tokoh Muda Ajak Kaum Milenial Sukseskan Vaksinasi,0
"Memasuki Masa Transisi Sulsel, Pemerintah Daerah Terus Ajak Masyarakat Adaptasi Kebiasaan Baru",0
5 Poin Penting Vaksinasi Gotong Royong,0
Akun Facebook Wali Kota Bogor Tawarkan Bantuan Modal Usaha,1
Serius Melaksanakan PPKM Di Tiap Daerah Akan Mempercepat Perbaikan Penanganan Covid-19,0
Data Vaksinasi COVID-19 (Update per 3 Maret 2021),0
Infografis COVID-19 (6 September 2020),0
sekarang Nussa Rarra dilarang diproduksi,1
Pesan WhatsApp Soal Razia Keliling di Pekalongan,1
"Jumlah Pasien Sembuh Meningkat, Gugas Optimis COVID-19 Bisa Disembuhkan dengan Baik",0
"Foto Keadaan Rumah Sakit yang Sepi dari Pasien Covid-19 di Nevada, Amerika Serikat",1
Vaksin Terbukti Manjur Cegah Penyakit Tertentu,0
Kemenkes Bagikan 1 Juta Masker,0
Kejadian Ikutan Pasca Imunisasi (KIPI) Setelah Vaksinasi COVID-19 AstraZeneca Yang Sangat Umum Terjadi,0
"Peran Strategis BPOM, Pastikan Vaksin COVID-19 Aman dan Efektif",0
Peningkatan Kualitas Penanganan Jawa - Bali Berdampak Menekan Kasus Nasional,0
Gambar Peta dengan Narasi Hari ini Jakarta . Sudah semua Zona merah.. hati 2 ya .. jangan keluar rumah kalau ngak perlu,1
"Kasus Positif COVID-19 Naik 700, Pasien Sembuh 293, Meninggal 40",0
Video Saksikan Konser Amal Corona Bersama Mike Klepon,1
Perhatikan Protokol Kesehatan Tiga Kegiatan Utama Perayaan Idul Adha di Tengah Pandemi COVID-19,0
Pemerintah RRT Serahkan Bantuan Kemanusian Penanganan COVID-19,0
Profesor Dr Tasuku Honjo mengatakan bahwa virus korona itu tidak alami. Cina telah membuatnya,1
Satgas Himbau Masyarakat Untuk Memilah Sumber Informasi COVID-19,0
Penanganan COVID-19 Pada 10 Provinsi Prioritas Cenderung Membaik,0
Total Kesembuhan Secara Nasional dari COVID-19 Berjumlah 145.200,0
MPR Pahami Antisipasi Defisit Anggaran Lima Persen,0
Indonesia Berpengalaman dan Siap Distribusi Vaksin Sampai ke Pelosok,0
Raja Thailand panggil ulama Islam baca doa tolak bala covid 19,1
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 18-24 April 2020,1
"Perubahan Dinamika Zonasi Risiko COVID-19, Pemda Wajib Pantau Pelaksanaan Protokol Kesehatan",0
"Konsumsi Campuran Air Kelapa, Jeruk Nipis, Garam dan Madu Dapat Menyembuhkan Covid-19",1
Kemendikbud Luncurkan Tiga Kebijakan Dukung Mahasiswa dan Sekolah Terdampak COVID-19,0
"Semangat Kartini Masa Kini, Peran Ganda Perempuan di Tengah Pandemik COVID–19",0
Pemeringkatan Provinsi Permudah Monitoring Penanganan COVID-19,0
Vaksin Sinovac berisikan Virus Hidup yang dilemahkan serta mengandung Sel Vero dan Bahan-Bahan Berbahaya,1
Pasien Sembuh COVID-19 Bertambah Lagi Menjadi 1.047.676 Orang,0
Infografis COVID-19 (1 Mei 2020),0
"Khawatir Tim Medis Lupa Jenis Vaksin yang Diberikan, Sertifikat Vaksin Harus Disimpan",1
"Pemerintah Dukung Pekerja, Realisasi Bantuan Subsidi Upah Capai 93,94%",0
Mekanisme Pelaksanaan Vaksinasi COVID-19 untuk Pendidik dan Tenaga Kependidikan (PTK),0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 23 Mei 2021),0
Penambahan Kasus Positif Baru Cenderung Menurun di Indonesia,0
Pesan WhatsApp Soal Razia Keliling Serempak Se-Jawa Barat,1
Infografis COVID-19 (1 November 2020),0
Vaksin Covid-19 Menjadi Salah Satu Prioritas Utama Pemerintah Menangani Pandemi di Tahun 2021,0
Monitoring Kepatuhan Protokol Kesehatan Tingkat Nasional (Update Per 28 Februari 2021),0
Jokowi: Hukuman Seumur Hidup Bagi Kepala Daerah Mainkan Bantuan Covid-19,1
Istana Kepresidenan Terapkan Adaptasi Kebiasaan Baru,0
Indonesia Berkomitmen Untuk Berdikari Dalam Penanganan Pandemi,0
Lima Hotel Isolasi Mandiri di DKI Jakarta Merawat 574 Pasien OTG,0
Foto Dokter Menyatakan COVID-19 Disebarkan Melalui Vaksin,1
Dari Ratusan Ribu Tahanan Tidak Ada Satupun Aktivis Islam yang Dibebaskan di Tengah Wabah COVID-19,1
"Bioskop XXI Kembali Dibuka, Penonton Wajib Keluar Studio Tiap Jeda 30 Menit untuk Hirup Udara Segar!",1
Kemenristek BRIN: Pengembangan Vaksin Corona Minimal Satu Tahun,0
"1,8 Juta Vaksin COVID-19 Tambahan Tiba di Tanah Air, Bukti Nyata Komitmen Pemerintah Lindungi Masyarakat",0
"Data Jumlah ODP Dibuka, Pemerintah Minta Mereka Patuhi Isolasi Diri",0
Begini Upaya Menristek BRIN Percepat Pengujian Terduga COVID-19 di Indonesia,0
Pemasangan Barcode pada Badan Manusia,1
Seorang Pesepeda Meninggal Di Monas Akibat Kehabisan Oksigen Karena Memakai Masker,1
Minum Banyak Air dan Berkumur dengan Air Hangat & Garam atau Cuka Dapat Menghilangkan Virus Corona Saat di Tenggorokan,1
Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari,1
"Pasien Sembuh COVID-19 Bertambah 211 Jadi 1.876, DKI Jakarta Paling Banyak",0
Data Vaksinasi COVID-19 (Update per 26 Maret 2021),0
Satgas Berharap Timnas Bulutangkis Tetap Semangat dan Jaga Kesehatan,0
Patuhi Protokol Kesehatan Guna Menekan Positivity Rate,0
A Year of Covid-19: Indonesia’s Optimal Response To The Pandemic,0
Pastikan Sanitasi untuk Pengungsi Korban Banjir,0
Pasien Sembuh Terus Meningkat Menjadi 1.128.672 Orang,0
Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19,1
Ahli Gizi: Ikan Kembung Kaya Akan Omega 3 Gantikan Ikan Salmon,0
[BERITA] Pasien Positif COVID-19 di RST Latumeten Ambon Masih Dalam Perawatan,1
Pasien Sembuh Mencapai 180.797 Kasus,0
Denda Rp250 Ribu Saat Razia Masker Tanggal 22 Juni 2020,1
Penetapan Kelompok Prioritas Vaksinasi Berdasarkan Pertimbangan Presisi dan Berkeadilan,0
"Setahun COVID-19, Refleksi Perkuat Sinergi Masyarakat dan Pemerintah",0
"Rencana Pembukaan Bioskop di Masa Pandemi, Satgas Penanganan COVID-19 Rekomendasikan Berikut Ini",0
Pemerintah Kaji Libur Panjang Akhir Tahun,0
Pasien Sembuh Terus Meningkat Mencapai 184.298 Kasus,0
PPKM Mikro Tahap IV Upaya Mempercepat Penanganan Pandemi COVID-19,0
Hotel Isolasi Mandiri di Jakarta Terisi 387 OTG,0
Razia Masker Serentak di Seluruh Wilayah Indonesia dengan Denda Rp250.000,1
Ajarkan Anak Pakai Masker Seperti Gunakan Sandal Saat Keluar Rumah,0
Sebanyak 89 Laboratorium Aktif Periksa COVID-19,0
Yuri: Penambahan Kasus Positif COVID-19 Terbanyak Adalah Jawa Timur,0
"Update COVID-19 di RI 12 Juni, Positif 36.406, Meninggal 2.048, Sembuh 13.213",0
Strategi Menyiapkan Fasilitas Kesehatan Khusus COVID-19,0
Satgas COVID-19: Pastikan Tidak Terjadi Penumpukan dan Kerumunan di TPS Pilkada,0
Kenapa Vaksin Butuh Rantai Dingin (Cold Chain)?,0
Kemenristek/BRIN dan LPDP Kucurkan Dana Rp 242 Miliar untuk Prioritas Riset Nasional,0
Zona Hijau RT Meningkat Melebihi 600 Persen,0
"Pasien Sembuh COVID-19 Kembali Naik Jadi 3.803, Kasus Positif Bertambah 490 Orang",0
Data Vaksinasi COVID-19 (Update per 30 Mei 2021),0
warga Puruk cahu murung raya desa mangkuhui positif covid-19 kabur,1
Posko Daerah Pegang Peran Tangani Krisis Pandemi dan Bencana,0
Analisis Data COVID-19 Indonesia (Update Per 18 Oktober 2020),0
Instruksi dari Presiden Terkait Vaksinasi COVID-19,0
PPKM dan PPKM Mikro Berdampak Signifikan Mengurangi Kasus Aktif dan Keterisian tempat Tidur,0
"Ketidakjujuran Pasien, Petaka Bagi Tenaga Medis",0
Kesembuhan dari COVID-19 di Tingkat Nasional Tembus Angka 91.321 Kasus,0
Sebanyak 80 Persen dari 11.242 Pemeriksaan Spesimen Dinyatakan Negatif COVID-19,0
Presiden Jokowi Optimistis Vaksin COVID-19 Segera Ditemukan,0
Tujuh Kiat Sukses Bersekolah dengan Pembelajaran Daring,0
Pemerintah Segera Kaji Stimulus bagi Sektor Riil untuk Atasi Dampak Pandemi,0
Infografis COVID-19 (13 Agustus 2020),0
Empat Strategi Pemerintah Atasi COVID-19,0
Video rezim memaksa para kyai utk di suntik dgn dalih utk ketahanan tubuh dari virus..kyai di banten ini tegas menolak!!,1
Hoaks: Danramil Kebomas di Gresik Meninggal Akibat Disuntik Vaksin COVID-19,1
Beberapa RSUD Di Jakarta dan Depok Ditutup Karena Karyawan Positif Covid-19,1
"Pasien Sembuh COVID-19 Menjadi 1.954, Sebanyak 18 Provinsi Tak Laporkan Kasus Baru",0
Sebanyak 125.959 Pasien Sembuh dari COVID-19 di Indonesia,0
Test Swab COVID-19 dapat Menyebabkan Lapisan Otak Pecah dan Pendarahan Hingga Kematian dan Pernah Terjadi di Kanada,1
Kemenparekraf Siapkan Berbagai Dukungan untuk Industri Pariwisata,0
Infografis COVID-19 (20 April 2020),0
Analisis Data COVID-19 Indonesia (Update Per 29 November 2020),0
Infografis COVID-19 (23 April 2020),0
Sejumlah Negara Membeli Produk Alat Test COVID-19 pada Tahun 2017-2018,1
Infografis COVID-19 (03 Juli 2020),0
Prioritaskan Vaksinasi Untuk Lansia,0
Video Italian Millionaire Terjun dari Bagunan karena Keluarganya Semua Kena Virus Corona,1
"Akibat Suntik Vaksin dari Cina , Masyarakat Zimbabwe Terkena Penyakit Kulit Ber Air.",1
Setiap Pendatang di Babel Dilacak Pergerakannya Pakai Aplikasi Fight COVID-19,0
Satgas Bentuk Bidang Perlindungan Khusus Untuk Keselamatan Tenaga Medis Dan Kesehatan,0
"15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19",1
"Dukung Pemerintah Melawan COVID-19, Bank bjb Serahkan Bantuan Melalui Gugus Tugas Nasional",0
Mantan Manajer RAPP dan Istri Terpapar COVID-19,1
Kebijakan PSBB Pilihan Paling Rasional di Tengah COVID-19,0
Persiapan Logistik dan SDM Vaksinasi COVID-19 Dilakukan dengan Matang,0
Survei Penerimaan Vaksin COVID-19 di Indonesia,0
Saatnya Masjid Jadi Sentra Vaksinasi COVID-19,0
Presiden Ingatkan Daerah untuk Terus Kendalikan Penyebaran Covid-19,0
Infografis COVID-19 (11 Juni 2020),0
Data Vaksinasi COVID-19 (Update per 27 Februari 2021),0
Pencegahan Penularan COVID-19 Klaster Perkantoran dan Tempat Kerja,0
Kemenkes: PSBB Batasi Kegiatan Tertentu di Wilayah Terduga COVID-19,0
Penyelenggara Vaksinasi Diminta Pastikan Tenaga Kesehatan Sudah Divaksin,0
Kominfo Prediksi Bakal Terjadi Kenaikan Traffic Selular Saat Lebaran di Tengah Pandemi COVID-19,0
Italia mengalahkan COVID-19 Koagulasi intravaskular diseminata (Trombosis),1
Pasien Sembuh dari COVID-19 Bertambah Menjadi 297.509 Orang,0
Tahapan Uji Klinik Vaksin,0
Dokter Reisa: Protokol Jaga Jarak Dapat Turunkan Risiko Penularan COVID-19 Hingga 85 Persen,0
"ISTANA : TIDAK ADA LOCKDOWN DAERAH, KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DIKENAKAN SANKSI",1
Video Kemacetan Jalan Tikus yang Dipenuhi Pemudik,1
Infografis COVID-19 (25 April 2020),0
Tujuh Provinsi Laporkan Tak Ada Penambahan Kasus di Wilayahnya,0
Apakah Vaksin Digunakan Untuk Mengobati Orang Sakit?,0
Evaluasi PPKM DKI Jakarta dan Jawa Barat Dapat Menjadi Contoh,0
Motor Terbakar Di Yogyakarta Karena Hand Sanitizer,1
Data Vaksinasi COVID-19 (Update per 16 Mei 2021),0
Satgas Optimis PPKM Berdampak Signifikan Dalam Penanganan Covid-19,0
Perkembangan Baik Harus Terus Dipertahankan di Berbagai Daerah,0
Infografis COVID-19 (10 Mei 2020),0
Perkembangan Penanganan Covid-19 di Indonesia Sejalan Dengan Tingkat Dunia,0
Upaya BP2MI Jamin Kepulangan Pekerja Migran Indonesia ke Kampung Halaman,0
Infografis COVID-19 (26 Juni 2020),0
Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,1
Seorang Pasien Dalam Pengawasan Covid-19 (PDP) Mengamuk di Pintu Rumah sakit Pamekasan Madura,1
Kominfo Pastikan Aplikasi PeduliLindungi Aman Dari Peretas,0
Cina mentargetkan 100 jt penduduk indonesia mati melalui vaksin cina,1
Analisis Data COVID-19 Indonesia (Update Per 28 Februari 2021),0
Mematuhi Protokol Kesehatan Dapat Mencegah Tertular Varian E848K,0
Pasien Sembuh Menembus Angka 203.014 Kasus,0
MUI Tegaskan Pengurusan Jenazah Korban COVID-19 Penuhi Syariat Islam,0
Analisis Data COVID-19 Indonesia (Update Per 11 Oktober 2020),0
Vaksin Bermanfaat Besar Lindungi Masyarakat,0
Dokter Reisa Ingatkan Ibadat Aman COVID-19 dengan Adaptasi Kebiasaan Baru,0
Data Vaksinasi COVID-19 (Update per 20 Maret 2021),0
Segera Salurkan Bantuan Sosial dengan Tepat Sasaran,0
An Increase of COVID-19 High Risk Zones Should Be An Alert For Regions,0
GTPPC19 Keluarkan Surat Edaran Pertegas Status Bencana Nasional,0
Perangkat Desa Diminta Bentuk Relawan dan Pranata Baru Sebagai Antisipasi Respon Masyarakat Hadapi COVID-19,0
Data Vaksinasi COVID-19 (Update per 5 Februari 2021),0
Segera Hadir! Peta Jalan Vaksinasi Nasional,0
China Memang Bener Jahat Mengirim Baju Bundle Pakaian Bekas Dipakai Orang yg Sudah Mati Akibat Virus,1
Kementerian PUPR Lanjutkan Penyelesaian RS Akademi UGM Sebagai RS Rujukan COVID-19 di Yogyakarta,0
Seluruh Hewan Percobaan Vaksin Covid-19 Terbukti Mati Karena Suntik Vaksin,1
Minum Air Hangat 4 Kali Sehari Dapat Menyembuhkan Covid-19,1
Infografis COVID-19 (15 Juni 2020),0
Foto Efek Samping Yang Dialami Setelah Vaksinasi Moderna Covid-19,1
Cegah Klaster Kantor Lewat Disiplin 3M,0
Satgas Covid-19 Pantau Penyelenggaraan Pilkada Guna Cegah Penularan ,0
Ketua Gugus Tugas Nasional Resmikan Fasilitas Isolasi dan Observasi Penyakit Infeksi di Lamongan,0
"Pasien Sembuh COVID-19 Naik Jadi 1.151, Sebanyak 19 Provinsi Nihil Penambahan Kasus Positif",0
Tantangan Pengobatan Penderita ODHA di Tengah Pandemi COVID-19,0
Presiden Tinjau Kesiapan Pendisiplinan Protokol Kesehatan di Stasiun MRT,0
Datang Lagi! 8 Juta Dosis Bahan Baku Vaksin COVID-19 Produksi Sinovac,0
"COVID-19 Mewabah, Doni Monardo Ingatkan Pentingnya Disiplin Kolektif",0
